0.0112138,0.942628,0.133408,1.65916,-0.214736,-1.05983,-0.430974,0.00213521,0.313696,0.0892853,-0.29252,-0.110414,0.0677202,0.140693,-0.00383239,-0.0665293,0.0935825,-0.27529,-0.393899,0.351521,-0.0444471,0.579301,2.77829,-2.87128,0.0812354,-0.336139,-0.000311573,0.0183247,-1.86726,1.48766,3.67008,-1.55314,0.302464,0.355123,0.0429483,0.0256781,-0.100288,0.0139974,-0.00673008,-0.00101568,-0.000844474,-1.56452e-05,-0.687394,-2.01554,2.78754,0.84521,-0.523724,0.667854,0.0283819
0.0112557,0.948886,0.135215,1.65325,-0.217031,-1.0584,-0.428172,0.0020552,0.31212,0.0911877,-0.297971,-0.118286,0.0750198,0.139555,-0.00413107,-0.0884723,0.0962923,-0.269863,-0.392985,0.375216,-0.0669714,0.566718,2.75946,-2.81956,0.0580163,-0.300554,-0.00282943,-0.0253767,-1.86951,1.50267,3.68917,-1.56147,0.306648,0.359253,0.0428217,0.0280618,-0.133746,0.0155503,-0.010118,-0.00110025,-0.0010578,-1.80724e-05,-0.550031,-3.1407,2.94782,-2.77195,-1.55137,0.36242,-0.0223026
0.0112958,0.955107,0.13706,1.64723,-0.219483,-1.05681,-0.425398,0.00196969,0.31013,0.0931383,-0.303284,-0.126112,0.0827353,0.137977,-0.00438779,-0.108162,0.0984662,-0.261782,-0.38954,0.393589,-0.088439,0.591821,2.68984,-2.77308,0.0552174,-0.250296,-0.0489743,0.0163657,-1.8719,1.51752,3.70853,-1.56945,0.311127,0.363222,0.042624,0.0266758,-0.161783,0.0161316,-0.0108963,-0.00112793,-0.00122445,-2.09172e-05,-1.45157,-3.65336,2.54961,-3.98732,-0.158789,0.0574192,0.0163606
0.0113343,0.961284,0.138945,1.64111,-0.22209,-1.05507,-0.422659,0.00187954,0.307773,0.095126,-0.308404,-0.13384,0.0907567,0.135982,-0.00459738,-0.125482,0.100041,-0.250864,-0.383487,0.406329,-0.108823,0.581063,2.59154,-2.71536,0.145954,-0.262379,-0.0469317,-0.0124131,-1.87442,1.5322,3.7281,-1.57703,0.315897,0.366968,0.0423527,0.0273652,-0.185725,0.0168345,-0.0108682,-0.00113886,-0.00135288,-2.27202e-05,-0.792555,-2.55349,2.48384,-4.36276,-0.0764285,-0.920977,-0.0338356
0.0113708,0.967411,0.140869,1.63489,-0.22485,-1.05316,-0.419965,0.00178576,0.305095,0.0971382,-0.313274,-0.141418,0.0989689,0.133592,-0.00475785,-0.140371,0.100973,-0.237044,-0.374712,0.41322,-0.128119,0.590299,2.44286,-2.65996,0.2133,-0.355575,0.00630615,-0.0026029,-1.87704,1.5467,3.74787,-1.58417,0.320952,0.370449,0.0420036,0.0266184,-0.205128,0.0171632,-0.0095391,-0.00113,-0.00144389,-2.28828e-05,-1.24489,-3.01452,2.65306,-2.94613,0.955719,-3.54413,-0.114329
0.0114055,0.97348,0.142834,1.62857,-0.22776,-1.05109,-0.417323,0.00168921,0.302147,0.099162,-0.317835,-0.14879,0.107253,0.130828,-0.00487854,-0.152817,0.101276,-0.220205,-0.363154,0.414088,-0.146321,0.617186,2.34765,-2.62302,0.162671,-0.406908,0.00924839,0.0281791,-1.87972,1.56102,3.76779,-1.59081,0.326282,0.373638,0.0415712,0.0251404,-0.223283,0.0175215,-0.0101884,-0.00113921,-0.00154237,-2.36107e-05,-0.468112,-2.60146,2.7606,8.86656,0.75195,3.1905,0.111606
0.0114382,0.979489,0.14484,1.62217,-0.230815,-1.04886,-0.41474,0.00159067,0.298977,0.101185,-0.322025,-0.1559,0.115487,0.127711,-0.00496033,-0.16278,0.100962,-0.200272,-0.348844,0.408848,-0.163435,0.591783,2.26139,-2.58959,0.278052,-0.360353,-0.00474112,-0.00181796,-1.88246,1.57514,3.78782,-1.59689,0.331879,0.376525,0.0410476,0.0262124,-0.23898,0.0179492,-0.0109525,-0.00112808,-0.00163215,-2.52576e-05,0.13506,-1.85231,2.74019,-6.45969,-0.164972,-1.33706,-0.0670021
0.0114689,0.985432,0.146886,1.61568,-0.234008,-1.04646,-0.412224,0.00149099,0.295635,0.103195,-0.325782,-0.162694,0.123549,0.124264,-0.00499603,-0.170213,0.100031,-0.177319,-0.331834,0.397532,-0.179485,0.588846,2.01401,-2.53721,0.326887,-0.319447,-0.0446264,0.00352953,-1.88521,1.58908,3.80793,-1.60236,0.337729,0.379104,0.0404232,0.0270064,-0.24434,0.0181141,-0.00578895,-0.00106697,-0.0016107,-2.69748e-05,-0.643511,-1.88119,2.53765,3.15986,0.218944,0.249869,-0.0155698
0.0114976,0.991307,0.148971,1.60913,-0.237333,-1.0439,-0.409779,0.00139112,0.292173,0.10518,-0.329049,-0.169119,0.13132,0.120508,-0.00498541,-0.175116,0.0985228,-0.151472,-0.312195,0.380253,-0.194493,0.590442,1.93361,-2.53087,0.333837,-0.332729,-0.010564,0.0174629,-1.88797,1.60284,3.82811,-1.60718,0.34382,0.38138,0.0396852,0.0264623,-0.253154,0.0182234,-0.00686092,-0.00104477,-0.00165908,-2.66426e-05,-0.501417,-1.51531,2.83657,-2.64965,-1.44704,-2.28389,-0.0633709
0.0115243,0.997111,0.151097,1.60252,-0.240782,-1.04119,-0.407413,0.00129194,0.28864,0.107129,-0.331768,-0.175124,0.138681,0.116462,-0.00492967,-0.177498,0.096502,-0.122862,-0.290073,0.357194,-0.208481,0.625125,1.77444,-2.45742,0.295022,-0.430014,0.0180581,0.00655693,-1.8907,1.61642,3.84831,-1.6113,0.350136,0.383361,0.0388178,0.0236193,-0.253237,0.0176159,-0.00417037,-0.000983384,-0.00161319,-2.5718e-05,-0.750668,-1.90511,2.38709,-2.106,3.18213,0.17098,-0.0188737
